write_yeardate_time,userid,nickname,date,time,trade_name,party_name,remark
2024-08-23T22:32,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T22:33,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:05,,,那天，確認預約時間
2024-08-23T22:33,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T22:43,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T22:44,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T22:44,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:15,,,那天，確認預約時間
2024-08-23T22:48,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:15,,,那天，確認預約時間
2024-08-23T22:48,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T22:48,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:30,,,那天，確認預約時間
2024-08-23T22:49,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T22:49,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:30,,,那天，確認預約時間
2024-08-23T22:55,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T23:00,U66da2ba27e83014da52f28455ef19c7c,那天,,,常常,因為,那天，確認角色IDs
2024-08-23T23:05,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:05,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:05,,,那天，確認預約時間
2024-08-23T23:05,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安。。。,買麼,那天，確認角色IDs
2024-08-23T23:06,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:10,,,那天，確認預約時間
2024-08-23T23:06,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:15,,,那天，確認預約時間
2024-08-23T23:18,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安。。。,買麼,那天，確認角色IDs
2024-08-23T23:25,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:28,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:28,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:30,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:32,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:33,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:40,,,那天，確認預約時間
2024-08-23T23:38,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:39,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:40,,,那天，確認預約時間
2024-08-23T23:39,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:45,,,那天，確認預約時間
2024-08-23T23:42,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-08-23T23:42,U66da2ba27e83014da52f28455ef19c7c,那天,2024-08-23,23:50,,,那天，確認預約時間
2024-09-09T22:22,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-09-09T22:28,U66da2ba27e83014da52f28455ef19c7c,那天,2024-09-09,23:55,,,那天，確認預約時間
2024-09-09T22:44,U66da2ba27e83014da52f28455ef19c7c,那天,,,安安,安安,那天，確認角色IDs
2024-09-09T22:44,U66da2ba27e83014da52f28455ef19c7c,那天,2024-09-09,23:15,,,那天，確認預約時間
2024-09-10T02:59,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T02:59,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-10,23:30,,,安安，確認預約時間
2024-09-10T03:19,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:20,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:21,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:21,U66da2ba27e83014da52f28455ef19c7c,安安,,,暗暗,爾爾,安安，確認角色IDs
2024-09-10T03:24,U66da2ba27e83014da52f28455ef19c7c,安安,,,曹操曹操,一樣,安安，確認角色IDs
2024-09-10T03:25,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-10,23:55,,,安安，確認預約時間
2024-09-10T03:26,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-10,23:55,,,安安，確認預約時間
2024-09-10T03:30,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:31,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:31,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:32,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:33,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-10T03:34,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-10,23:05,,,安安，確認預約時間
2024-09-23T21:04,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-23T21:04,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:35,,,安安，確認預約時間
2024-09-23T21:42,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-23T21:44,U66da2ba27e83014da52f28455ef19c7c,安安,,,一樣,噩噩,安安，確認角色IDs
2024-09-23T21:44,U66da2ba27e83014da52f28455ef19c7c,安安,,,一樣,噩噩,安安，確認角色IDs
2024-09-23T22:01,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,一樣,安安，確認角色IDs
2024-09-23T22:16,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:30,,,安安，確認預約時間
2024-09-23T22:17,U66da2ba27e83014da52f28455ef19c7c,安安,,,試試,喔喔,安安，確認角色IDs
2024-09-23T22:22,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-23T22:29,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,媽媽,安安，確認角色IDs
2024-09-23T22:34,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:55,,,安安，確認預約時間
2024-09-23T22:35,U66da2ba27e83014da52f28455ef19c7c,安安,,,剛剛,偷偷,安安，確認角色IDs
2024-09-23T22:36,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:05,,,安安，確認預約時間
2024-09-23T22:39,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:05,,,安安，確認預約時間
2024-09-23T22:40,U66da2ba27e83014da52f28455ef19c7c,安安,,,欸欸,額額,安安，確認角色IDs
2024-09-23T22:40,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:10,,,安安，確認預約時間
2024-09-23T22:44,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-23T22:44,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:15,,,安安，確認預約時間
2024-09-23T22:45,U66da2ba27e83014da52f28455ef19c7c,安安,,,裝置,我,安安，確認角色IDs
2024-09-23T22:46,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:20,,,安安，確認預約時間
2024-09-23T22:47,U66da2ba27e83014da52f28455ef19c7c,安安,,,坐在,玩喔,安安，確認角色IDs
2024-09-23T22:48,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:25,,,安安，確認預約時間
2024-09-23T22:49,U66da2ba27e83014da52f28455ef19c7c,安安,,,將近,噁噁,安安，確認角色IDs
2024-09-23T22:50,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-23T22:50,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:20,,,安安，確認預約時間
2024-09-23T22:51,U66da2ba27e83014da52f28455ef19c7c,安安,,,創作,唷,安安，確認角色IDs
2024-09-23T22:56,U66da2ba27e83014da52f28455ef19c7c,安安,,,車車,喔喔,安安，確認角色IDs
2024-09-23T22:56,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:30,,,安安，確認預約時間
2024-09-23T22:58,U66da2ba27e83014da52f28455ef19c7c,安安,,,萬惡,噁噁,安安，確認角色IDs
2024-09-23T22:59,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-23T23:00,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-23,23:35,,,安安，確認預約時間
2024-09-24T23:55,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-25T00:57,U66da2ba27e83014da52f28455ef19c7c,安安,,,安,安安,安安，確認角色IDs
2024-09-25T00:57,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-25,23:30,,,安安，確認預約時間
2024-09-25T00:59,U66da2ba27e83014da52f28455ef19c7c,安安,,,喔喔,噁噁,安安，確認角色IDs
2024-09-25T01:00,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-25,23:35,,,安安，確認預約時間
2024-09-25T01:01,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-09-25T01:01,U66da2ba27e83014da52f28455ef19c7c,安安,2024-09-25,23:25,,,安安，確認預約時間
2024-10-01T16:00,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:01,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:01,U66da2ba27e83014da52f28455ef19c7c,安安,2024-10-01,23:30,,,安安，確認預約時間
2024-10-01T16:02,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:04,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:05,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:06,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:06,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:13,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:14,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:14,U66da2ba27e83014da52f28455ef19c7c,安安,2024-10-01,23:50,,,安安，確認預約時間
2024-10-01T16:19,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:20,U66da2ba27e83014da52f28455ef19c7c,安安,,,安安,安安,安安，確認角色IDs
2024-10-01T16:20,U66da2ba27e83014da52f28455ef19c7c,安安,2024-10-01,22:30,,,安安，確認預約時間
2024-11-11T21:16,U66da2ba27e83014da52f28455ef19c7c,安安,,,鬼,鬼,安安，確認角色IDs
2024-11-11T21:16,U66da2ba27e83014da52f28455ef19c7c,安安,2024-11-11,22:25,,,安安，確認預約時間
2024-11-12T17:49,U66da2ba27e83014da52f28455ef19c7c,小明,,,小明,小明,小明，確認角色IDs
2024-11-12T17:49,U66da2ba27e83014da52f28455ef19c7c,小明,2024-11-12,22:00,,,小明，確認預約時間
2024-11-12T17:50,U66da2ba27e83014da52f28455ef19c7c,小明,,,安安,安安,小明，確認角色IDs
2024-11-12T18:00,U66da2ba27e83014da52f28455ef19c7c,user,,,I,I,user，確認角色IDs
2024-11-12T18:01,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:15,,,user，確認預約時間
2024-11-12T18:10,U66da2ba27e83014da52f28455ef19c7c,user,,,W,q,user，確認角色IDs
2024-11-12T18:10,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:20,,,user，確認預約時間
2024-11-12T18:17,U66da2ba27e83014da52f28455ef19c7c,user,,,We,q,user，確認角色IDs
2024-11-12T18:17,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:30,,,user，確認預約時間
2024-11-12T18:19,U66da2ba27e83014da52f28455ef19c7c,user,,,We,q,user，確認角色IDs
2024-11-12T18:19,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:30,,,user，確認預約時間
2024-11-12T18:21,U66da2ba27e83014da52f28455ef19c7c,user,,,We,q,user，確認角色IDs
2024-11-12T18:21,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:50,,,user，確認預約時間
2024-11-12T18:26,U66da2ba27e83014da52f28455ef19c7c,user,,,We,q,user，確認角色IDs
2024-11-12T18:26,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:30,,,user，確認預約時間
2024-11-12T18:27,U66da2ba27e83014da52f28455ef19c7c,user,,,安安,安安,user，確認角色IDs
2024-11-12T18:27,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:35,,,user，確認預約時間
2024-11-12T18:28,U66da2ba27e83014da52f28455ef19c7c,user,,,安安,安安,user，確認角色IDs
2024-11-12T18:28,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:55,,,user，確認預約時間
2024-11-12T20:24,U66da2ba27e83014da52f28455ef19c7c,user,,,安安,安安,user，確認角色IDs
2024-11-12T20:25,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:35,,,user，確認預約時間
2024-11-12T20:26,U66da2ba27e83014da52f28455ef19c7c,user,,,安安,安安,user，確認角色IDs
2024-11-12T20:26,U66da2ba27e83014da52f28455ef19c7c,user,2024-11-12,22:30,,,user，確認預約時間
